sequence,operation,main_thread,submission_us,latency_us,error
1733,read,true,36.258,6657.77,
1736,read,true,97.762,5708.383,
1739,write,true,182.627,9105.503,
1742,read,true,92.541,7390.958,
1745,read,true,424.086,9102.048,
1748,write,true,319.17,18459.096,
1751,read,true,153.354,4602.955,
1754,read,true,41.187,4445.093,
1757,write,true,762.923,11887.636,
1760,read,true,143.907,4353.904,
1763,read,true,20.928,5695.048,
1766,read,true,99.964,5618.655,
1769,write,true,84.587,14364.203,
1772,read,true,144.787,3000.275,
1775,read,true,309.414,4738.936,
1778,write,true,94.185,10310.926,
1781,read,true,109.143,4333.295,
1784,read,true,38.192,4598.156,
1787,write,true,375.957,8213.731,
1790,read,true,98.562,4126.503,
1793,read,true,34.063,4713.74,
1796,read,true,86.881,6237.601,
1799,write,true,85.338,8452.985,
1802,read,true,246.607,8262.142,
1805,read,true,359.696,12466.057,
1808,write,true,104.975,18567.407,
1811,read,true,184.392,10541.624,
1814,read,true,62.836,11597.969,
1817,write,true,329.21,17871.389,
1820,read,true,1321.999,5004.588,
1823,read,true,93.913,4436.365,
1826,read,true,98.243,5079.749,
1829,write,true,74.487,13847.946,
1832,read,true,104.334,4461.323,
1835,read,true,107.76,11060.464,
1838,write,true,75.69,23873.093,
1841,read,true,183.841,9724.279,
1844,read,true,24.775,10292.582,
1847,write,true,149.798,13604.596,
1850,read,true,108.28,10826.1,
1853,read,true,176.968,9665.12,
1856,read,true,97.331,8517.806,
1859,write,true,89.135,13547.069,
1862,read,true,82.904,4184.539,
1865,read,true,102.27,9885.467,
1868,write,true,96.849,23181.542,
1871,read,true,87.472,7905.5,
1874,read,true,31.348,8851.703,
1877,write,true,232.26,21209.27,
1880,read,true,1325.014,15115.403,
1883,read,true,227.742,15565.447,
1886,read,true,121.405,15036.347,
1889,write,true,182.637,20567.46,
1892,read,true,117.698,17377.221,
1895,read,true,96.097,12189.104,
1898,write,true,96.669,21427.895,
1901,read,true,118.409,7642.024,
1904,read,true,78.565,9382.496,
1907,write,true,166.579,13273.974,
1910,read,true,121.846,11096.29,
1913,read,true,21.158,12120.577,
1916,read,true,174.122,19800.451,
1919,write,true,97.691,15040.996,
1922,read,true,245.004,3639.871,
1925,read,true,272.464,4585.743,
1928,write,true,96.178,19392.134,
1931,read,true,96.239,25601.194,
1934,read,true,93.384,25762.963,
1937,write,true,214.958,28163.238,
1940,read,true,122.276,9649.651,
1943,read,true,48.219,8655.339,
1946,read,true,269.99,10285.7,
1949,write,true,195.331,24228.501,
1952,read,true,75.601,10778.603,
1955,read,true,85.218,8227.146,
1958,write,true,53.108,17264.012,
1961,read,true,86.53,13518.655,
1964,read,true,23.795,15394.882,
1967,write,true,170.476,24824.795,
